measure,location,sex,age,cause,rei,metric,year,val (lower to upper)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1991,10.47 (3.81 to 18.99)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1991,11.73 (4.47 to 21.31)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1992,10.34 (3.71 to 18.41)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1992,11.60 (4.42 to 20.46)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1993,10.17 (3.88 to 18.23)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1993,11.38 (4.53 to 20.42)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1994,10.02 (3.81 to 17.78)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1994,11.26 (4.28 to 20.02)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1995,9.96 (3.83 to 18.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1995,11.07 (4.33 to 19.63)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1996,9.79 (3.82 to 17.37)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1996,10.82 (4.32 to 19.30)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1997,9.50 (3.62 to 17.12)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1997,10.47 (4.04 to 18.76)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1998,9.23 (3.54 to 16.54)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1998,10.17 (4.07 to 17.94)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1999,9.03 (3.39 to 16.54)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1999,9.97 (3.80 to 17.36)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2000,9.14 (3.51 to 16.35)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2000,9.99 (3.74 to 17.50)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2001,9.34 (3.49 to 17.00)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2001,10.17 (4.03 to 17.79)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2002,9.67 (3.67 to 17.66)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2002,10.40 (4.19 to 18.35)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2003,10.32 (3.85 to 18.27)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2003,10.81 (4.25 to 18.97)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2004,10.75 (4.08 to 19.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2004,11.20 (4.50 to 19.34)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2005,10.71 (4.00 to 19.19)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2005,11.17 (4.34 to 19.52)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2006,10.20 (3.81 to 18.41)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2006,10.61 (4.23 to 18.61)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2007,10.10 (3.75 to 18.15)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2007,10.26 (4.16 to 17.79)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2008,10.14 (4.01 to 18.20)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2008,10.12 (4.00 to 17.43)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2009,10.27 (3.88 to 18.61)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2009,9.99 (3.91 to 17.22)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2010,10.36 (3.82 to 18.38)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2010,9.95 (3.93 to 16.95)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2011,10.18 (3.83 to 18.07)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2011,9.76 (3.89 to 16.94)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2012,10.02 (3.89 to 18.18)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2012,9.39 (3.58 to 15.84)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2013,9.93 (3.84 to 18.04)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2013,9.22 (3.66 to 15.99)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2014,9.68 (3.81 to 17.22)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2014,9.09 (3.48 to 15.61)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2015,9.57 (3.62 to 17.51)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2015,8.91 (3.46 to 15.16)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2016,9.50 (3.58 to 16.72)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2016,8.85 (3.28 to 15.24)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2017,9.43 (3.40 to 17.63)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2017,8.90 (3.26 to 15.80)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2018,9.36 (3.50 to 16.85)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2018,8.95 (3.38 to 14.98)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2019,9.35 (3.50 to 17.24)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2019,8.94 (3.44 to 15.59)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2020,9.38 (3.44 to 16.91)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2020,8.92 (3.40 to 15.81)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2021,9.94 (3.68 to 17.93)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,2021,9.41 (3.50 to 16.57)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1990,4.75 (1.37 to 9.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1990,3.10 (0.92 to 5.99)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1991,4.57 (1.30 to 8.98)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1991,2.93 (0.89 to 5.64)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1992,4.30 (1.36 to 8.58)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1992,2.74 (0.79 to 5.30)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1993,4.03 (1.21 to 7.82)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1993,2.51 (0.73 to 4.89)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1994,3.76 (1.12 to 7.22)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1994,2.29 (0.67 to 4.37)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1995,3.55 (1.01 to 6.82)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1995,2.09 (0.62 to 4.08)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1996,3.33 (0.99 to 6.37)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1996,1.92 (0.57 to 3.68)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1997,3.14 (0.93 to 5.98)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1997,1.76 (0.54 to 3.31)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1998,2.96 (0.90 to 5.69)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1998,1.64 (0.50 to 3.08)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,1999,2.83 (0.81 to 5.47)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,1999,1.57 (0.49 to 2.95)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2000,2.77 (0.80 to 5.36)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2000,1.54 (0.46 to 2.94)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2001,2.67 (0.79 to 5.18)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2001,1.46 (0.45 to 2.80)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2002,2.60 (0.77 to 5.03)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2002,1.42 (0.45 to 2.65)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2003,2.56 (0.76 to 4.81)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2003,1.38 (0.42 to 2.60)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2004,2.48 (0.69 to 4.82)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2004,1.30 (0.39 to 2.45)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2005,2.32 (0.67 to 4.51)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2005,1.17 (0.36 to 2.20)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2006,2.02 (0.61 to 3.96)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2006,1.00 (0.30 to 1.90)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2007,1.84 (0.56 to 3.51)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2007,0.88 (0.27 to 1.67)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2008,1.70 (0.51 to 3.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2008,0.80 (0.25 to 1.50)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2009,1.57 (0.49 to 2.96)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2009,0.73 (0.22 to 1.33)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2010,1.46 (0.44 to 2.79)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2010,0.67 (0.20 to 1.27)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2011,1.37 (0.40 to 2.58)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2011,0.62 (0.19 to 1.16)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2012,1.28 (0.39 to 2.42)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2012,0.58 (0.18 to 1.06)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2013,1.19 (0.37 to 2.22)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2013,0.53 (0.16 to 1.00)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2014,1.11 (0.36 to 2.16)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2014,0.49 (0.15 to 0.92)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2015,1.07 (0.33 to 1.99)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2015,0.48 (0.15 to 0.87)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2016,1.03 (0.33 to 1.93)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2016,0.46 (0.14 to 0.84)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2017,0.99 (0.30 to 1.89)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2017,0.44 (0.14 to 0.81)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2018,0.95 (0.29 to 1.74)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2018,0.42 (0.12 to 0.76)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2019,0.91 (0.28 to 1.71)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2019,0.40 (0.12 to 0.75)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2020,0.88 (0.26 to 1.75)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2020,0.38 (0.12 to 0.72)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Tuberculosis,Low physical activity,Rate,2021,0.86 (0.26 to 1.69)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Tuberculosis,Low physical activity,Rate,2021,0.37 (0.11 to 0.71)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1990,137.57 (50.85 to 246.81)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1990,197.08 (82.59 to 330.26)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1991,137.51 (47.89 to 241.54)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1991,194.73 (81.77 to 326.27)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1992,137.62 (54.21 to 248.71)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1992,193.74 (83.11 to 327.08)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1993,137.74 (51.18 to 241.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1993,192.99 (84.20 to 324.62)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1994,136.75 (50.49 to 239.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1994,192.23 (83.07 to 313.49)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1995,137.11 (49.15 to 235.41)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1995,190.64 (79.01 to 315.54)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1996,136.49 (51.22 to 235.54)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1996,188.90 (83.22 to 316.51)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1997,135.39 (49.14 to 234.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1997,186.85 (82.77 to 310.59)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1998,135.73 (49.47 to 235.23)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1998,187.77 (80.93 to 314.45)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,1999,136.43 (50.29 to 240.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,1999,189.94 (82.53 to 325.13)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2000,140.55 (54.64 to 250.69)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2000,193.93 (86.27 to 321.07)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2001,143.37 (54.35 to 252.89)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2001,196.60 (86.58 to 327.31)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2002,145.93 (52.88 to 259.59)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2002,198.60 (88.57 to 333.11)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2003,153.40 (57.87 to 271.78)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2003,205.38 (87.75 to 341.44)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2004,157.80 (55.93 to 280.06)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2004,209.10 (90.75 to 341.71)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2005,156.60 (57.85 to 274.27)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2005,206.92 (87.82 to 346.90)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2006,147.54 (56.06 to 258.58)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2006,195.81 (85.86 to 322.73)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2007,145.53 (56.16 to 258.47)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2007,189.84 (82.23 to 313.70)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2008,147.04 (55.27 to 256.70)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2008,188.63 (79.61 to 315.35)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2009,150.44 (57.30 to 272.54)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2009,188.61 (80.12 to 311.94)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2010,152.97 (59.15 to 273.38)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2010,189.19 (80.11 to 320.85)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2011,153.01 (59.25 to 275.42)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2011,189.05 (81.97 to 320.28)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2012,152.73 (57.05 to 270.07)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2012,183.35 (76.27 to 317.86)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2013,152.88 (57.13 to 272.43)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2013,181.23 (79.00 to 313.55)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2014,150.84 (58.14 to 273.14)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2014,178.50 (75.30 to 292.71)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2015,149.93 (55.84 to 272.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2015,174.87 (75.40 to 292.83)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2016,149.92 (60.26 to 269.37)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2016,173.94 (73.82 to 294.83)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2017,149.66 (57.68 to 268.23)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2017,174.67 (77.13 to 293.95)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2018,149.27 (58.43 to 267.43)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2018,174.86 (72.15 to 288.42)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2019,150.09 (58.52 to 267.85)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2019,174.62 (72.12 to 294.18)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2020,150.94 (58.61 to 276.11)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2020,173.81 (72.07 to 290.28)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,All causes,Low physical activity,Rate,2021,152.11 (61.70 to 275.42)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,All causes,Low physical activity,Rate,2021,173.98 (72.22 to 300.71)
